Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2025-06-09,94320,日本電信電話,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Core30,0111,プライム
