Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2025-06-09,80350,東京エレクトロン,Tokyo Electron Limited,9,電機・精密,3650,電気機器,TOPIX Core30,0111,プライム
