Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2025-06-09,47550,楽天グループ,"Rakuten Group,Inc.",10,情報通信・サービスその他,9050,サービス業,TOPIX Mid400,0111,プライム
