Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2025-06-09,88010,三井不動産,"Mitsui Fudosan Co.,Ltd.",17,不動産,8050,不動産業,TOPIX Large70,0111,プライム
