Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2025-06-09,99840,ソフトバンクグループ,SoftBank Group Corp.,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Core30,0111,プライム
