Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2025-06-09,72030,トヨタ自動車,TOYOTA MOTOR CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Core30,0111,プライム
