DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,SignificantChangesInTheScopeOfConsolidation,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare
2022-10-26,15:00:00,67230,20221026549670,3QFinancialStatements_Consolidated_IFRS,3Q,2022-01-01,2022-09-30,2022-01-01,2022-12-31,,,1110040000000,327942000000,,185153000000,98.07,96.21,3013317000000,1654206000000,0.548,,373168000000,-68263000000,-261740000000,310116000000,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,false,,1957677423,168069831,1888006185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,15:00:00,67230,20230209504478,FYFinancialStatements_Consolidated_IFRS,FY,2022-01-01,2022-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,1500853000000,424170000000,,256632000000,137.67,134.85,2812272000000,1537478000000,0.545,853.52,479325000000,-97523000000,-294770000000,336068000000,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,false,,1958454023,161488167,1864152116,1075144000000,350991000000,279485000000,212647000000,114.07,2553295000000,940437000000,0.365,498.75,,,,,,,,,,,,,,,,,,,,
2023-04-27,15:00:00,67230,20230427554416,1QFinancialStatements_Consolidated_IFRS,1Q,2023-01-01,2023-03-31,2023-01-01,2023-12-31,,,359374000000,123265000000,,105211000000,58.5,57.53,2840835000000,1661136000000,0.583,,71403000000,-17638000000,-31176000000,361432000000,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,false,,1958454023,158896378,1798535567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-27,15:00:00,67230,20230727527742,2QFinancialStatements_Consolidated_IFRS,2Q,2023-01-01,2023-06-30,2023-01-01,2023-12-31,,,728091000000,220522000000,,195805000000,109.96,107.89,3122366000000,1895561000000,0.606,,228970000000,-52302000000,-115561000000,458083000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,true,false,false,,1958454023,193208215,1780764049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-26,15:00:00,67230,20231025571753,3QFinancialStatements_Consolidated_IFRS,3Q,2023-01-01,2023-09-30,2023-01-01,2023-12-31,,,1107482000000,318528000000,,271134000000,152.6,149.66,3291158000000,2056431000000,0.624,,340114000000,-218298000000,-147793000000,392506000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,true,false,false,,1958454023,187168918,1776811215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-08,09:00:00,67230,20240208529283,FYFinancialStatements_Consolidated_IFRS,FY,2023-01-01,2023-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,1469415000000,390766000000,,337086000000,189.77,186.07,3167003000000,2005588000000,0.632,1126.31,496627000000,-267492000000,-181247000000,434681000000,,0.0,,28.0,28.0,,49758000000,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,true,false,false,,1958454023,181369882,1776296088,1065819000000,314758000000,297041000000,251871000000,141.8,2575156000000,1155868000000,0.448,648.97,,,,,,,,,,,,,,,,,,,,
2024-04-25,09:00:00,67230,20240423574840,1QFinancialStatements_Consolidated_IFRS,1Q,2024-01-01,2024-03-31,2024-01-01,2024-12-31,,,351790000000,77836000000,,79866000000,44.9,44.28,3233747000000,2202343000000,0.68,,62404000000,-110216000000,-200204000000,231840000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,false,false,,1870614885,90885920,1778621860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,09:00:00,67230,20240724554093,2QFinancialStatements_Consolidated_IFRS,2Q,2024-01-01,2024-06-30,2024-01-01,2024-12-31,,,710597000000,147565000000,,139632000000,78.28,77.23,3661634000000,2467762000000,0.673,,201898000000,-287061000000,-136225000000,288358000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,1870614885,80009054,1783808662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,09:00:00,67230,20241030506365,3QFinancialStatements_Consolidated_IFRS,3Q,2024-01-01,2024-09-30,2024-01-01,2024-12-31,,,1055879000000,204794000000,,200261000000,112.1,110.75,4138894000000,2147131000000,0.518,,237337000000,-1243457000000,780615000000,239130000000,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,false,,1870614885,78656037,1786450388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,09:00:00,67230,20250205564373,FYFinancialStatements_Consolidated_IFRS,FY,2024-01-01,2024-12-31,2024-01-01,2024-12-31,2025-01-01,2025-12-31,1348479000000,222977000000,,219084000000,122.51,120.85,4490436000000,2542298000000,0.565,1413.77,340484000000,-1284105000000,677345000000,229249000000,0.0,0.0,0.0,28.0,28.0,,50320000000,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,false,,1870614885,75848895,1788230332,973959000000,242001000000,212892000000,189972000000,106.19,3500965000000,1347822000000,0.385,758.78,,,,,,,,,,,,,,,,,,,,
2025-04-24,09:00:00,67230,20250423521276,1QFinancialStatements_Consolidated_IFRS,1Q,2025-01-01,2025-03-31,2025-01-01,2025-12-31,,,308777000000,21525000000,,26006000000,14.48,14.3,4195513000000,2322303000000,0.552,,95722000000,-38864000000,-90287000000,177601000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,true,,1870614885,73745939,1796022895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
