DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,SignificantChangesInTheScopeOfConsolidation,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare
2022-05-12,14:30:00,87500,20220510538000,FYFinancialStatements_Consolidated_JP,FY,2021-04-01,2022-03-31,2021-04-01,2022-03-31,2022-04-01,2023-03-31,8209708000000,,590897000000,409353000000,383.15,382.96,65881161000000,4408507000000,0.067,4302.56,-462076000000,963276000000,-180707000000,2616743000000,,0.0,,83.0,83.0,,85030000000,0.217,,,,,,,,,,0.0,,86.0,86.0,,0.309,,,,,,,,,,,,,,,,7612000000000,,512000000000,285000000000,278.19,false,,true,false,false,false,1031348700,6886547,1068380895,205479000000,192682000000,188635000000,167237000000,156.53,1868818000000,1266171000000,0.677,1235.26,,,,,,,,,,,,,,,,,,,,
2022-08-10,14:30:00,87500,20220802510286,1QFinancialStatements_Consolidated_JP,1Q,2022-04-01,2022-06-30,2022-04-01,2023-03-31,,,2867710000000,,147102000000,81112000000,79.17,79.13,64311213000000,3462373000000,0.054,,,,,,,,,,,,,,,0.0,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,7612000000000,,512000000000,285000000000,278.15,,,,,,false,,true,false,false,false,1031348700,6705247,1024587253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,14:30:00,87500,20221101555209,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30,2022-04-01,2023-03-31,,,5615070000000,,219265000000,108205000000,105.61,105.57,63849270000000,2952284000000,0.046,,,,,,,0.0,,,,,,,,,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,9650000000000,,430000000000,219000000000,213.73,,,,,,true,,true,false,,,1031348700,6703447,1024615653,252747000000,244791000000,242551000000,242886000000,237.05,2026845000000,1424267000000,0.702,,,,,,,,,,,,,,,,,,,,,
2023-02-14,14:45:00,87500,20230209504783,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31,2022-04-01,2023-03-31,,,7844248000000,,299378000000,144464000000,141.14,141.09,63444382000000,2532816000000,0.04,,,,,,,0.0,,,,,,,,,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,9650000000000,,430000000000,219000000000,215.81,,,,,,true,,true,false,false,false,1031470400,16677096,1023531008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,14:30:00,87500,20230512569683,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31,2022-04-01,2023-03-31,2023-04-01,2024-03-31,9519445000000,,410900000000,192301000000,189.28,189.21,61578872000000,2873114000000,0.047,2921.75,-132468000000,310437000000,-325447000000,2517285000000,,0.0,,86.0,86.0,,84554000000,0.454,,,,,,,,,,0.0,,86.0,86.0,,0.31,,,,,,,,,,,,,,,,8353000000000,,465000000000,273000000000,277.67,true,,true,false,false,false,989888900,6699946,1015963828,269261000000,254326000000,249258000000,249633000000,245.71,2017358000000,1311178000000,0.65,1333.11,,,,,,,,,,,,,,,,,,,,
2023-08-10,14:30:00,87500,20230808537464,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30,2023-04-01,2024-03-31,,,3003428000000,,115438000000,67323000000,68.47,68.45,63722900000000,3118532000000,0.049,,,,,,,,,,,,,,,0.0,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,8353000000000,,465000000000,273000000000,277.65,,,,,,false,,true,false,false,false,989888900,6627646,983258087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-14,14:30:00,87500,20231113587734,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30,2023-04-01,2024-03-31,,,5536713000000,,264544000000,157454000000,160.13,160.08,65397460000000,3004413000000,0.046,,,,,,,0.0,,,,,,,,,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,8353000000000,,465000000000,273000000000,277.62,,,,,,false,,true,false,,,989888900,6517221,983314145,182219000000,173076000000,170985000000,170397000000,173.29,1995489000000,1397355000000,0.7,,,,,,,,,,,,,,,,,,,,,
2024-02-14,14:30:00,87500,20240209532837,3QFinancialStatements_Consolidated_JP,3Q,2023-04-01,2023-12-31,2023-04-01,2024-03-31,,,7767381000000,,373926000000,217945000000,222.18,222.12,65782663000000,2980395000000,0.045,,,,,,,0.0,,,,,,,,,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,10201000000000,,465000000000,273000000000,282.74,,,,,,false,,true,false,false,false,989888900,24331921,980953067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29,15:30:00,87500,20240319556421,DividendForecastRevision,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,14:30:00,87500,20240513593760,FYFinancialStatements_Consolidated_JP,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,2024-04-01,2025-03-31,11028166000000,,539006000000,320765000000,329.68,329.6,67540309000000,3882157000000,0.057,4107.03,997377000000,-601649000000,-145763000000,2772370000000,,0.0,,113.0,113.0,,106804000000,0.343,,,,,,,,,,61.0,,61.0,122.0,,0.357,,,,,,,,,,,,,,,,8922000000000,,562000000000,323000000000,341.74,false,,true,false,false,false,952672300,7500154,972971599,195553000000,177894000000,171778000000,174396000000,179.24,2366425000000,1282215000000,0.542,1356.27,,,,,,,,,,,,,,,,,,,,
2024-08-09,14:30:00,87500,20240807565972,1QFinancialStatements_Consolidated_JP,1Q,2024-04-01,2024-06-30,2024-04-01,2025-03-31,,,2995252000000,,208479000000,135246000000,143.75,143.73,69786965000000,3875760000000,0.056,,,,,,,,,,,,,,,61.0,,61.0,122.0,,,,,,,,,,,,,,,,,,,,,8922000000000,,562000000000,323000000000,345.22,,,,,,,true,false,false,false,false,952672300,17050061,940816372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,14:30:00,87500,20241112520586,2QFinancialStatements_Consolidated_JP,2Q,2024-04-01,2024-09-30,2024-04-01,2025-03-31,,,5191244000000,,372097000000,233188000000,250.09,250.06,69476208000000,3583857000000,0.052,,,,,,,61.0,,,,,,,,,,61.0,122.0,,,,,,,,,,,,,,,,,,,,,8922000000000,,562000000000,323000000000,350.99,,,,,,,true,false,false,,,952743300,32489449,932399963,219707000000,205508000000,202168000000,201543000000,216.16,2363845000000,1274526000000,0.539,,,,,,,,,,,,,,,,,,,,,
2025-02-14,15:00:00,87500,20250213572354,3QFinancialStatements_Consolidated_JP,3Q,2024-04-01,2024-12-31,2024-04-01,2025-03-31,,,7839714000000,,557648000000,353711000000,381.01,380.95,68540440000000,3887672000000,0.057,,,,,,,61.0,,,,,,,,,,72.0,133.0,,,,,,,,,,,,,,,,,,,,,10192000000000,,688000000000,385000000000,418.36,,,,,,,true,false,false,false,false,952743300,32486154,928352358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15,14:30:00,87500,20250514550532,FYFinancialStatements_Consolidated_JP,FY,2024-04-01,2025-03-31,2024-04-01,2025-03-31,2025-04-01,2026-03-31,9873251000000,,719072000000,429613000000,115.95,115.93,69592967000000,3469707000000,0.05,942.52,592578000000,-980460000000,-73570000000,2313529000000,,61.0,,76.0,137.0,,126075000000,0.295,,,,,,,,,,24.0,,24.0,48.0,,0.509,,,,,,,,,,,,,,,,9162000000000,,617000000000,347000000000,94.27,,true,false,false,false,false,3700398400,19361896,3705314875,225620000000,198865000000,190248000000,180629000000,48.75,2508002000000,1197842000000,0.478,325.34,,,,,,,,,,,,,,,,,,,,
