DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,SignificantChangesInTheScopeOfConsolidation,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare
2023-02-10,15:00:00,88010,20230206500680,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31,2022-04-01,2023-03-31,,,1626393000000,213316000000,186207000000,147171000000,155.02,154.91,8841498000000,2999623000000,0.324,3030.78,,,,,,30.0,,,,,,,,,,30.0,60.0,,,,,,,,,,,,,,,,,,,,,2200000000000,300000000000,260000000000,190000000000,198.0,,,,,,false,,true,false,false,false,953853227,8484125,949350854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,15:00:00,88010,20230508559492,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31,2022-04-01,2023-03-31,2023-04-01,2024-03-31,2269103000000,305405000000,265358000000,196998000000,207.91,207.75,8841396000000,3031220000000,0.328,3107.37,297708000000,-422034000000,111448000000,132310000000,,30.0,,32.0,62.0,,58372000000,0.298,,,,,,,,,,34.0,,34.0,68.0,,0.302,,,,,,,,,,,,,,,,2300000000000,330000000000,245000000000,210000000000,224.96,false,,true,false,false,false,948451327,14951532,947526106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04,15:00:00,88010,20230725526689,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30,2023-04-01,2024-03-31,,,561364000000,80410000000,72859000000,85851000000,91.97,91.9,9137438000000,3170716000000,0.332,3253.72,,,,,,,,,,,,,,34.0,,34.0,68.0,,,,,,,,,,,,,,,,,,,,,2300000000000,330000000000,245000000000,210000000000,224.96,,,,,,false,,true,false,false,false,936566427,3067823,933499183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-08,15:00:00,88010,20231030574792,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30,2023-04-01,2024-03-31,,,1165245000000,179734000000,154409000000,129293000000,138.48,138.39,9527121000000,3175075000000,0.319,3253.57,-84454000000,-113540000000,313320000000,281155000000,,35.0,,,,,,,,,,35.0,70.0,,,,,,,,,,,,,,,,,,,,,2300000000000,335000000000,255000000000,215000000000,230.28,,,,,,false,,true,false,false,false,936877907,2849869,933646291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-09,15:00:00,88010,20240206527126,3QFinancialStatements_Consolidated_JP,3Q,2023-04-01,2023-12-31,2023-04-01,2024-03-31,,,1699015000000,245294000000,199759000000,166457000000,178.26,178.15,9664708000000,3196018000000,0.317,3281.31,,,,,,35.0,,,,,,,,,,37.0,72.0,,,,,,,,,,,,,,,,,,,,,2300000000000,335000000000,265000000000,220000000000,235.6,,,,,,false,,true,false,false,false,936877907,2851157,933773353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,15:00:00,88010,20240321557299,DividendForecastRevision,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,15:00:00,88010,20240507583049,FYFinancialStatements_Consolidated_JP,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,2024-04-01,2025-03-31,2383289000000,339690000000,267890000000,224647000000,80.19,80.14,9489527000000,3234656000000,0.328,1109.89,241697000000,-286987000000,59988000000,179249000000,,35.0,,49.0,84.0,,78459000000,0.349,,,,,,,,,,15.0,,15.0,30.0,,0.358,,,,,,,,,,,,,,,,2600000000000,340000000000,260000000000,235000000000,83.86,false,,true,false,false,false,2810633721,8481600,2801512734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,15:00:00,88010,20240730557768,1QFinancialStatements_Consolidated_JP,1Q,2024-04-01,2024-06-30,2024-04-01,2025-03-31,,,630376000000,101299000000,90152000000,65018000000,23.2,23.19,9737442000000,3281120000000,0.324,1125.31,,,,,,,,,,,,,,15.0,,15.0,30.0,,,,,,,,,,,,,,,,,,,,,2600000000000,340000000000,260000000000,235000000000,83.86,,,,,,,false,true,false,false,false,2810633721,8483680,2802150599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-08,15:30:00,88010,20241107513948,2QFinancialStatements_Consolidated_JP,2Q,2024-04-01,2024-09-30,2024-04-01,2025-03-31,,,1162438000000,169470000000,137322000000,88322000000,31.55,31.53,9963369000000,3272399000000,0.315,1126.95,-32080000000,-249918000000,294265000000,121971000000,,15.0,,,,,,,,,,15.0,30.0,,,,,,,,,,,,,,,,,,,,,2600000000000,340000000000,260000000000,235000000000,83.94,,,,,,,false,true,false,false,false,2811722611,25409798,2799761291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,13:30:00,88010,20250206565362,3QFinancialStatements_Consolidated_JP,3Q,2024-04-01,2024-12-31,2024-04-01,2025-03-31,,,1676799000000,220600000000,172946000000,144022000000,51.59,51.56,9820325000000,3130181000000,0.306,1084.34,,,,,,15.0,,,,,,,,,,15.0,30.0,,,,,,,,,,,,,,,,,,,,,2600000000000,360000000000,280000000000,240000000000,85.97,,,,,,,false,true,false,false,false,2782189711,8366332,2791809218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09,13:30:00,88010,20250501529630,FYFinancialStatements_Consolidated_JP,FY,2024-04-01,2025-03-31,2024-04-01,2025-03-31,2025-04-01,2026-03-31,2625363000000,372732000000,290262000000,248799000000,89.26,89.22,9859856000000,3270723000000,0.319,1135.07,599252000000,-321970000000,-269367000000,163272000000,,15.0,,16.0,31.0,,86152000000,0.347,,,,,,,,,,16.5,,16.5,33.0,,0.352,,,,,,,,,,,,,,,,2700000000000,380000000000,285000000000,260000000000,93.78,,false,true,false,false,false,2782189711,9818498,2787231606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
