DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,SignificantChangesInTheScopeOfConsolidation,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare
2022-11-10,15:30:00,80350,20221026550332,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30,2022-04-01,2023-03-31,,,1182897000000,350165000000,353319000000,267346000000,1715.27,1707.84,2138073000000,1492192000000,0.692,,263391000000,-34210000000,-121269000000,454603000000,,857.0,,,,,,,,,,625.0,1482.0,,,,,,,,,,,,,,,,,,,,,2100000000000,546000000000,549000000000,400000000000,2564.93,,,,,,false,,false,false,false,false,157210911,1173271,155862311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,15:30:00,80350,20230127595328,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31,2022-04-01,2023-03-31,,,1650729000000,464936000000,470229000000,352920000000,2263.31,2254.03,2092760000000,1434398000000,0.68,,,,,,,857.0,,,,,,,,,,731.0,1588.0,,,,,,,,,,,,,,,,,,,,,2170000000000,580000000000,584000000000,433000000000,2776.15,,,,,,false,,false,false,false,false,157210911,1120645,155931429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-11,15:30:00,80350,20230425552435,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31,2022-04-01,2023-03-31,2023-04-01,2024-03-31,2209025000000,617723000000,625185000000,471584000000,1007.82,1003.86,2311594000000,1599524000000,0.687,3389.68,426270000000,-41756000000,-256534000000,472471000000,,857.0,,854.0,1711.0,,267909000000,0.566,,,,,,,,,,128.0,,192.0,320.0,,0.5,,,,,,790000000000,161000000000,162000000000,120000000000,256.21,,,,,,1700000000000,393000000000,395000000000,300000000000,640.53,false,,false,false,false,false,471632733,3272016,467926805,2020513000000,379942000000,585745000000,484557000000,1035.54,1728050000000,1099987000000,0.63,2323.12,,,,,,,,,,,,,,,,,,,,
2023-08-10,15:30:00,80350,20230731529949,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30,2023-04-01,2024-03-31,,,391746000000,82433000000,83046000000,64312000000,137.46,136.99,2179057000000,1539057000000,0.699,,,,,,,,,,,,,,,128.0,,192.0,320.0,,,,,,,,,,,790000000000,161000000000,162000000000,120000000000,256.75,,,,,,1700000000000,393000000000,395000000000,300000000000,642.23,,,,,,false,,false,false,false,false,471632733,4757262,467872195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10,15:30:00,80350,20231027573413,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30,2023-04-01,2024-03-31,,,819572000000,178578000000,181282000000,137491000000,295.13,294.12,2191741000000,1530272000000,0.692,,200622000000,-70354000000,-254999000000,351893000000,,148.0,,,,,,,,,,192.0,340.0,,,,,,,,,,,,,,,,,,,,,1730000000000,401000000000,404000000000,307000000000,661.14,,,,,,false,,false,false,false,false,471632733,8808694,465875522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-09,15:30:00,80350,20240208529451,3QFinancialStatements_Consolidated_JP,3Q,2023-04-01,2023-12-31,2023-04-01,2024-03-31,,,1283234000000,311038000000,315964000000,239024000000,514.17,512.46,2217413000000,1577619000000,0.705,,,,,,,148.0,,,,,,,,,,219.0,367.0,,,,,,,,,,,,,,,,,,,,,1830000000000,445000000000,450000000000,340000000000,732.16,,,,,,false,,false,false,false,false,471632733,8728221,464873921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,15:30:00,80350,20240405566851,FYFinancialStatements_Consolidated_JP,FY,2023-04-01,2024-03-31,2023-04-01,2024-03-31,2024-04-01,2025-03-31,1830527000000,456263000000,463185000000,363963000000,783.75,781.2,2456462000000,1760180000000,0.711,3773.11,434720000000,-125148000000,-325012000000,461608000000,,148.0,,245.0,393.0,,182470000000,0.501,,,,,,,,,,200.0,,281.0,481.0,,0.5,,,,,,1000000000000,243000000000,244000000000,185000000000,399.59,,,,,,2200000000000,582000000000,584000000000,445000000000,961.19,false,,false,false,false,false,471632733,8663247,464389368,1625256000000,401733000000,441386000000,340187000000,732.55,1860849000000,1199380000000,0.637,2561.8,,,,,,,,,,,,,,,,,,,,
2024-08-08,15:30:00,80350,20240722552312,1QFinancialStatements_Consolidated_JP,1Q,2024-04-01,2024-06-30,2024-04-01,2025-03-31,,,555071000000,165733000000,167398000000,126189000000,273.22,272.39,2495541000000,1773061000000,0.703,,,,,,,,,,,,,,,237.0,,282.0,519.0,,,,,,,,,,,1100000000000,288000000000,290000000000,218000000000,472.61,,,,,,2300000000000,627000000000,630000000000,478000000000,1036.94,,,,,,,false,true,false,false,false,471632733,10954747,461854886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-12,16:00:00,80350,20241003593212,2QFinancialStatements_Consolidated_JP,2Q,2024-04-01,2024-09-30,2024-04-01,2025-03-31,,,1121626000000,313904000000,321181000000,243903000000,528.67,527.1,2517855000000,1798378000000,0.708,,332433000000,-91799000000,-195092000000,504669000000,,265.0,,,,,,,,,,306.0,571.0,,,,,,,,,,,,,,,,,,,,,2400000000000,680000000000,692000000000,526000000000,1140.67,,,,,,,false,true,false,false,false,471632733,10719739,461352616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,16:00:00,80350,20241216539049,3QFinancialStatements_Consolidated_JP,3Q,2024-04-01,2024-12-31,2024-04-01,2025-03-31,,,1776166000000,513521000000,521391000000,401167000000,870.41,867.91,2501932000000,1798126000000,0.712,,,,,,,265.0,,,,,,,,,,306.0,571.0,,,,,,,,,,,,,,,,,,,,,2400000000000,680000000000,692000000000,526000000000,1142.47,,,,,,,false,true,false,false,false,471632733,12690321,460893161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,16:00:00,80350,20250401506517,FYFinancialStatements_Consolidated_JP,FY,2024-04-01,2025-03-31,2024-04-01,2025-03-31,2025-04-01,2026-03-31,2431568000000,697319000000,707727000000,544133000000,1182.4,1179.08,2625981000000,1855209000000,0.701,4016.34,582174000000,-169609000000,-388836000000,485072000000,,265.0,,327.0,592.0,,272763000000,0.501,,,,,,,,,,245.0,,373.0,618.0,,0.5,,,,,,1150000000000,288000000000,293000000000,224000000000,488.97,,,,,,2600000000000,727000000000,736000000000,566000000000,1235.51,,false,true,false,false,false,471632733,13522282,460192900,2204074000000,506227000000,550239000000,424829000000,923.15,1875544000000,1188274000000,0.625,2560.51,,,,,,,,,,,,,,,,,,,,
