Year/Month,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,No. of cos.,Average_PER(times),Average_PBR(times),"Average_Earnings
Per Share(Yen)","Average_Net Assets
Per Share(Yen)","Weighted average_
PER(times)","Weighted average_
PBR(times)","Weighted average_
Earnings(￥)","Weighted average_
Net Assets(￥)"
2024/10,プライム市場,Prime,21 陸運業,21 Land Transportation,38.0,13.9,1.0,215.54,2941.42,13.0,1.1,1657858000000.0,19648014000000.0
2024/10,プライム市場,Prime,22 海運業,22 Marine Transportation,5.0,7.8,0.8,460.88,4447.66,9.4,0.9,632761000000.0,6969357000000.0
2024/10,プライム市場,Prime,23 空運業,23 Air Transportation,2.0,10.1,1.3,271.46,2171.47,10.0,1.3,252631000000.0,2000972000000.0
2024/10,プライム市場,Prime,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,13.0,14.8,1.1,220.44,2882.39,14.7,1.0,111436000000.0,1684816000000.0
2024/10,プライム市場,Prime,25 情報・通信業,25 Information & Communication,179.0,23.2,2.3,112.43,1153.8,23.8,1.7,3799015100000.0,54574483000000.0
2024/10,プライム市場,Prime,26 卸売業,26 Wholesale Trade,123.0,12.1,1.0,213.19,2470.17,11.6,1.3,5139410000000.0,47348815000000.0
2024/10,プライム市場,Prime,27 小売業,27 Retail Trade,134.0,21.3,1.8,139.66,1611.47,28.0,2.3,1915060947710.0,23107800630420.0
2024/10,プライム市場,Prime,28 銀行業,28 Banks,68.0,10.7,0.4,171.82,4925.68,13.4,0.7,4723151847000.0,86472003303000.0
2024/10,プライム市場,Prime,29 証券、商品先物取引業,29 Securities & Commodity Futures,19.0,13.3,1.0,92.52,1292.12,13.5,0.8,490360000000.0,8383904000000.0
2024/10,プライム市場,Prime,30 保険業,30 Insurance,9.0,13.7,1.0,208.42,2775.08,13.0,1.2,1992639000000.0,21300430000000.0
2024/10,プライム市場,Prime,31 その他金融業,31 Other Financing Business,20.0,10.3,0.9,252.42,2978.84,12.4,1.0,902899000000.0,10693891000000.0
2024/10,プライム市場,Prime,32 不動産業,32 Real Estate,50.0,13.6,1.6,181.48,1572.96,13.6,1.2,1330961000000.0,14965709000000.0
2024/10,プライム市場,Prime,33 サービス業,33 Services,159.0,17.0,1.8,111.15,1027.4,38.9,1.7,1245630068480.0,29037605799180.0
2024/10,スタンダード市場,Standard,総合,Composite,1583.0,12.6,0.8,110.46,1777.26,15.6,1.0,1744388794557.0,26500324050991.0
2024/10,スタンダード市場,Standard,総合（金融業を除く）,Non-Financial,1542.0,12.5,0.8,111.92,1784.61,15.8,1.0,1624158404523.0,24727583890991.0
2024/10,スタンダード市場,Standard,　　　　　 製造業,　　　　 Manufacturing ,638.0,11.6,0.7,132.82,2305.03,13.4,0.8,753165960000.0,12901702891697.0
2024/10,スタンダード市場,Standard,　　　　 非製造業,　　　　 Non-Manufacturing ,904.0,13.4,0.9,97.17,1417.32,17.9,1.3,870992444523.0,11825880999294.0
2024/10,スタンダード市場,Standard,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,17.7,1.1,102.41,1674.43,11.8,0.8,4268000000.0,62520000000.0
2024/10,スタンダード市場,Standard,2 鉱業,2 Mining,1.0,7.4,2.3,127.62,415.6,7.4,2.3,7515720000.0,24475720000.0
2024/10,スタンダード市場,Standard,3 建設業,3 Construction,69.0,11.3,0.7,159.19,2591.89,19.2,0.9,59096000000.0,1289486000000.0
2024/10,スタンダード市場,Standard,4 食料品,4 Foods,53.0,16.8,1.2,132.6,1835.35,16.3,1.2,70208960000.0,962849880000.0
2024/10,スタンダード市場,Standard,5 繊維製品,5 Textiles & Apparels,28.0,12.6,0.5,87.65,2126.71,14.2,0.6,19896000000.0,468030000000.0
2024/10,スタンダード市場,Standard,6 パルプ・紙,6 Pulp & Paper,14.0,8.0,0.5,150.24,2326.32,9.8,0.5,12269000000.0,220644000000.0
2024/10,スタンダード市場,Standard,7 化学,7 Chemicals,82.0,15.9,0.7,119.85,2550.69,15.1,0.8,90365000000.0,1686721011697.0
2024/10,スタンダード市場,Standard,8 医薬品,8 Pharmaceutical,8.0,13.6,0.8,75.27,1338.36,11.0,1.5,11113000000.0,83030000000.0
2024/10,スタンダード市場,Standard,9 石油・石炭製品,9 Oil & Coal Products,4.0,12.1,0.7,82.09,1513.66,15.8,0.8,3853000000.0,79511000000.0
2024/10,スタンダード市場,Standard,10 ゴム製品,10 Rubber Products,7.0,8.5,0.6,182.27,2542.57,10.0,0.7,11617000000.0,176491000000.0
2024/10,スタンダード市場,Standard,11 ガラス・土石製品,11 Glass & Ceramics Products,29.0,7.3,0.7,167.4,1778.47,9.7,0.9,53140000000.0,591272000000.0
2024/10,スタンダード市場,Standard,12 鉄鋼,12 Iron & Steel,20.0,8.7,0.5,185.13,3302.78,11.3,0.6,27677000000.0,546406000000.0
2024/10,スタンダード市場,Standard,13 非鉄金属,13 Nonferrous Metals,10.0,14.5,0.7,75.3,1664.63,13.6,0.7,4775000000.0,90089000000.0
2024/10,スタンダード市場,Standard,14 金属製品,14 Metal Products,58.0,11.3,0.5,148.42,3318.27,18.2,0.5,30673000000.0,1053069000000.0
2024/10,スタンダード市場,Standard,15 機械,15 Machinery,104.0,10.7,0.7,151.96,2315.76,14.6,0.7,103605000000.0,2056516000000.0
2024/10,スタンダード市場,Standard,16 電気機器,16 Electric Appliances,99.0,12.9,0.8,119.17,2044.29,14.9,1.0,135121000000.0,2061768000000.0
2024/10,スタンダード市場,Standard,17 輸送用機器,17 Transportation Equipment,44.0,7.3,0.5,185.91,2685.56,8.7,0.5,106763000000.0,1739162000000.0
2024/10,スタンダード市場,Standard,18 精密機器,18 Precision Instruments,16.0,17.5,1.1,53.85,822.88,12.9,1.4,31425000000.0,288393000000.0
2024/10,スタンダード市場,Standard,19 その他製品,19 Other Products,62.0,10.0,0.5,105.79,2196.98,14.1,0.7,40665000000.0,797751000000.0
2024/10,スタンダード市場,Standard,20 電気・ガス業,20 Electric Power & Gas,4.0,"=""－""",0.3,-54.65,4917.27,479.2,0.4,132000000.0,161364000000.0
2024/10,スタンダード市場,Standard,21 陸運業,21 Land Transportation,20.0,8.1,0.5,241.52,3677.11,10.0,0.6,23690000000.0,381599000000.0
2024/10,スタンダード市場,Standard,22 海運業,22 Marine Transportation,6.0,17.2,0.5,75.84,2471.96,9.9,0.5,8353000000.0,175443000000.0
2024/10,スタンダード市場,Standard,23 空運業,23 Air Transportation,3.0,8.3,3.3,235.25,589.3,7.7,1.3,7852000000.0,47177000000.0
2024/10,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22.0,11.8,0.5,118.86,2885.36,17.7,0.6,12397000000.0,362997000000.0
2024/10,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,179.0,17.6,1.6,66.86,740.4,29.2,2.9,154859560333.0,1581000424000.0
2024/10,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,165.0,10.1,0.7,158.49,2249.95,10.8,0.8,210365000000.0,2739804000000.0
2024/10,スタンダード市場,Standard,27 小売業,27 Retail Trade,171.0,21.1,1.3,55.07,895.12,25.1,1.6,152134371800.0,2345100224741.0
2024/10,スタンダード市場,Standard,28 銀行業,28 Banks,11.0,50.4,0.3,20.55,3441.95,45.1,1.0,11087390034.0,523286160000.0
2024/10,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,16.0,8.7,0.8,91.57,986.77,8.8,0.9,28580000000.0,274430000000.0
2024/10,スタンダード市場,Standard,30 保険業,30 Insurance,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,14.0,14.1,1.0,41.73,562.96,9.5,0.8,80563000000.0,975024000000.0
2024/10,スタンダード市場,Standard,32 不動産業,32 Real Estate,66.0,11.3,0.9,93.95,1219.72,10.8,1.0,111293000000.0,1210536846500.0
2024/10,スタンダード市場,Standard,33 サービス業,33 Services,192.0,15.0,1.2,72.87,944.38,16.2,1.3,119036792390.0,1444377784053.0
2024/10,グロース市場,Growth,総合,Composite,587.0,38.8,2.8,28.57,391.41,102.1,3.1,70176465571.0,2277556168149.0
2024/10,グロース市場,Growth,総合（金融業を除く）,Non-Financial,575.0,40.7,2.9,26.97,382.48,134.2,3.3,49998465571.0,2054741168149.0
2024/10,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,76.0,"=""－""",2.9,-8.33,266.37,"=""－""",3.0,-41125956000.0,377287897000.0
2024/10,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,499.0,35.4,2.9,32.35,400.17,61.4,3.3,91124421571.0,1677453271149.0
2024/10,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,2 鉱業,2 Mining,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,3 建設業,3 Construction,7.0,21.2,2.2,64.92,636.49,21.0,2.4,2734000000.0,24263000000.0
2024/10,グロース市場,Growth,4 食料品,4 Foods,3.0,40.9,5.0,22.42,182.12,"=""－""",8.9,-344000000.0,6559000000.0
2024/10,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,6 パルプ・紙,6 Pulp & Paper,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,7 化学,7 Chemicals,6.0,"=""－""",3.6,-0.82,321.39,"=""－""",3.1,-219883000.0,20081830000.0
2024/10,グロース市場,Growth,8 医薬品,8 Pharmaceutical,38.0,"=""－""",5.1,-30.89,130.24,"=""－""",4.1,-38646073000.0,154232067000.0
2024/10,グロース市場,Growth,9 石油・石炭製品,9 Oil & Coal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,10 ゴム製品,10 Rubber Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,11 ガラス・土石製品,11 Glass & Ceramics Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,12 鉄鋼,12 Iron & Steel,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,13 非鉄金属,13 Nonferrous Metals,3.0,17.7,1.1,56.55,942.25,"=""－""",1.0,-313000000.0,11291000000.0
2024/10,グロース市場,Growth,14 金属製品,14 Metal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,15 機械,15 Machinery,4.0,"=""－""",3.6,-11.55,222.83,"=""－""",3.3,-559000000.0,14989000000.0
2024/10,グロース市場,Growth,16 電気機器,16 Electric Appliances,6.0,"=""－""",2.3,-45.18,375.31,"=""－""",2.4,-3091000000.0,22371000000.0
2024/10,グロース市場,Growth,17 輸送用機器,17 Transportation Equipment,3.0,12.4,1.8,112.08,782.24,13.9,2.1,2169000000.0,14435000000.0
2024/10,グロース市場,Growth,18 精密機器,18 Precision Instruments,6.0,"=""－""",3.5,-15.68,99.92,"=""－""",2.0,-3992000000.0,54081000000.0
2024/10,グロース市場,Growth,19 その他製品,19 Other Products,7.0,16.8,1.7,54.81,557.71,29.2,1.4,3870000000.0,79248000000.0
2024/10,グロース市場,Growth,20 電気・ガス業,20 Electric Power & Gas,2.0,14.5,2.3,71.36,458.92,14.7,2.0,3074000000.0,22460000000.0
2024/10,グロース市場,Growth,21 陸運業,21 Land Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,22 海運業,22 Marine Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,23 空運業,23 Air Transportation,1.0,12.5,1.3,49.68,461.75,12.5,1.3,2997000000.0,27857000000.0
2024/10,グロース市場,Growth,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,1.0,71.5,1.2,4.75,293.36,71.5,1.2,49000000.0,3024000000.0
2024/10,グロース市場,Growth,25 情報・通信業,25 Information & Communication,243.0,66.2,3.5,17.19,329.64,"=""－""",4.0,-1287247000.0,677867653000.0
2024/10,グロース市場,Growth,26 卸売業,26 Wholesale Trade,9.0,"=""－""",2.8,-20.21,349.25,82.4,3.3,1299000000.0,32328000000.0
2024/10,グロース市場,Growth,27 小売業,27 Retail Trade,33.0,27.5,2.8,41.13,398.37,32.2,3.0,18135007000.0,194902649534.0
2024/10,グロース市場,Growth,28 銀行業,28 Banks,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/10,グロース市場,Growth,29 証券、商品先物取引業,29 Securities & Commodity Futures,3.0,11.8,1.9,221.54,1350.19,19.8,3.1,11396000000.0,73136000000.0
2024/10,グロース市場,Growth,30 保険業,30 Insurance,4.0,20.5,1.3,61.95,961.23,24.9,1.4,7982000000.0,138466000000.0
2024/10,グロース市場,Growth,31 その他金融業,31 Other Financing Business,5.0,18.2,3.3,70.05,387.22,35.1,2.5,800000000.0,11213000000.0
2024/10,グロース市場,Growth,32 不動産業,32 Real Estate,20.0,14.8,2.0,109.1,804.74,14.6,2.0,17974000000.0,133495993615.0
2024/10,グロース市場,Growth,33 サービス業,33 Services,183.0,25.7,2.5,43.47,442.99,39.2,3.2,46149661571.0,561254975000.0
2024/10,－,－,大型株,Large ,100.0,24.3,2.3,278.02,2970.68,17.0,1.5,35100556100000.0,399499048000000.0
2024/10,－,－,中型株,Medium ,400.0,17.8,1.4,191.76,2489.05,16.4,1.2,15760813292710.0,214082335220994.0
2024/10,－,－,小型株,Small ,1625.0,14.5,0.9,124.29,1912.43,15.4,1.0,6022108196260.0,93030766178659.0
2024/11,プライム市場,Prime,総合,Composite,1637.0,16.6,1.2,162.22,2238.09,16.5,1.3,56395776351496.0,696667205013204.0
2024/11,プライム市場,Prime,総合（金融業を除く）,Non-Financial,1521.0,17.0,1.3,161.21,2116.82,16.9,1.4,48286726504496.0,569816976710204.0
2024/11,プライム市場,Prime,　　　　　 製造業,　　　　 Manufacturing ,710.0,18.0,1.2,166.58,2564.91,17.2,1.5,27798644053306.0,328728957365433.0
2024/11,プライム市場,Prime,　　　　 非製造業,　　　　 Non-Manufacturing ,811.0,16.0,1.5,156.5,1724.53,16.5,1.4,20488082451190.0,241088019344771.0
2024/11,プライム市場,Prime,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,9.6,0.9,244.67,2656.87,10.5,1.0,71684000000.0,788521000000.0
2024/11,プライム市場,Prime,2 鉱業,2 Mining,4.0,9.3,0.6,281.8,4475.93,6.7,0.6,438258000000.0,5200407000000.0
2024/11,プライム市場,Prime,3 建設業,3 Construction,74.0,14.2,1.1,172.28,2272.72,14.3,1.2,1470386000000.0,18176707978000.0
2024/11,プライム市場,Prime,4 食料品,4 Foods,67.0,19.5,1.3,146.49,2271.76,19.6,1.6,1697915000000.0,20416776358217.0
2024/11,プライム市場,Prime,5 繊維製品,5 Textiles & Apparels,21.0,22.8,1.1,124.0,2691.19,32.8,1.0,121325909091.0,4097221000000.0
2024/11,プライム市場,Prime,6 パルプ・紙,6 Pulp & Paper,10.0,9.2,0.5,172.08,3068.24,10.7,0.5,142908000000.0,2933226000000.0
2024/11,プライム市場,Prime,7 化学,7 Chemicals,120.0,19.8,1.0,125.75,2428.85,23.0,1.4,2175585000000.0,36160014000000.0
2024/11,プライム市場,Prime,8 医薬品,8 Pharmaceutical,34.0,26.9,1.4,107.02,2072.8,40.2,2.1,1111573000000.0,21582959000000.0
2024/11,プライム市場,Prime,9 石油・石炭製品,9 Oil & Coal Products,6.0,7.2,0.8,255.71,2400.18,7.3,0.7,620601000000.0,6460661000000.0
2024/11,プライム市場,Prime,10 ゴム製品,10 Rubber Products,11.0,10.4,0.9,279.93,3211.98,10.2,1.0,563330000000.0,5909134000000.0
2024/11,プライム市場,Prime,11 ガラス・土石製品,11 Glass & Ceramics Products,23.0,17.7,1.4,263.43,3360.66,15.3,1.0,417771000000.0,6538880093647.0
2024/11,プライム市場,Prime,12 鉄鋼,12 Iron & Steel,22.0,8.1,0.6,333.51,4353.62,6.3,0.6,1127737000000.0,12296056000000.0
2024/11,プライム市場,Prime,13 非鉄金属,13 Nonferrous Metals,20.0,83.6,0.9,35.82,3445.28,18.4,0.9,400905000000.0,7840584000000.0
2024/11,プライム市場,Prime,14 金属製品,14 Metal Products,28.0,17.2,0.7,105.26,2673.27,17.5,0.9,255128000000.0,4978567000000.0
2024/11,プライム市場,Prime,15 機械,15 Machinery,113.0,16.2,1.4,218.51,2545.18,18.6,1.7,2558609000000.0,28778043000000.0
2024/11,プライム市場,Prime,16 電気機器,16 Electric Appliances,129.0,22.9,1.5,156.31,2366.5,24.5,2.1,5891927644215.0,67903584815509.0
2024/11,プライム市場,Prime,17 輸送用機器,17 Transportation Equipment,41.0,13.2,0.8,187.75,3202.8,8.5,0.9,8867944500000.0,87080861098060.0
2024/11,プライム市場,Prime,18 精密機器,18 Precision Instruments,28.0,20.0,1.7,153.37,1831.0,24.3,3.0,789792000000.0,6318270000000.0
2024/11,プライム市場,Prime,19 その他製品,19 Other Products,37.0,14.2,1.3,185.98,2100.39,21.3,2.4,1055592000000.0,9434120000000.0
2024/11,プライム市場,Prime,20 電気・ガス業,20 Electric Power & Gas,22.0,6.7,0.7,239.63,2257.27,4.7,0.6,2257724334000.0,16650437874171.0
2024/11,プライム市場,Prime,21 陸運業,21 Land Transportation,39.0,14.2,1.0,212.06,2895.5,13.1,1.1,1704120000000.0,20316409000000.0
2024/11,プライム市場,Prime,22 海運業,22 Marine Transportation,5.0,7.4,0.8,460.88,4447.66,8.9,0.8,632761000000.0,6969357000000.0
2024/11,プライム市場,Prime,23 空運業,23 Air Transportation,2.0,9.9,1.2,271.46,2171.47,9.9,1.2,252631000000.0,2000972000000.0
2024/11,プライム市場,Prime,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,13.0,15.0,1.2,220.44,2882.39,15.3,1.0,111436000000.0,1684816000000.0
2024/11,プライム市場,Prime,25 情報・通信業,25 Information & Communication,179.0,24.0,2.3,110.22,1146.22,24.1,1.7,3799464100000.0,54593748000000.0
2024/11,プライム市場,Prime,26 卸売業,26 Wholesale Trade,123.0,12.0,1.0,212.78,2473.0,11.0,1.2,5138150000000.0,47350680000000.0
2024/11,プライム市場,Prime,27 小売業,27 Retail Trade,135.0,20.9,1.9,143.84,1607.05,27.4,2.4,2031580948710.0,23327610693420.0
2024/11,プライム市場,Prime,28 銀行業,28 Banks,68.0,11.6,0.4,171.84,4926.16,15.0,0.8,4723151847000.0,86472003303000.0
2024/11,プライム市場,Prime,29 証券、商品先物取引業,29 Securities & Commodity Futures,19.0,14.6,1.0,92.52,1292.11,14.7,0.9,490360000000.0,8383904000000.0
2024/11,プライム市場,Prime,30 保険業,30 Insurance,9.0,14.4,1.1,208.44,2775.03,13.6,1.3,1992639000000.0,21300430000000.0
2024/11,プライム市場,Prime,31 その他金融業,31 Other Financing Business,20.0,10.4,0.9,252.41,2978.83,12.5,1.1,902899000000.0,10693891000000.0
2024/11,プライム市場,Prime,32 不動産業,32 Real Estate,50.0,12.9,1.5,187.48,1605.42,13.2,1.2,1333931000000.0,14981767000000.0
2024/11,プライム市場,Prime,33 サービス業,33 Services,159.0,16.9,1.8,110.88,1027.37,39.3,1.7,1245956068480.0,29046585799180.0
2024/11,スタンダード市場,Standard,総合,Composite,1585.0,12.6,0.8,110.35,1775.73,15.9,1.0,1742492162557.0,26507551522698.0
2024/11,スタンダード市場,Standard,総合（金融業を除く）,Non-Financial,1544.0,12.6,0.8,111.81,1783.05,16.0,1.0,1622261772523.0,24734811362698.0
2024/11,スタンダード市場,Standard,　　　　　 製造業,　　　　 Manufacturing ,638.0,11.6,0.7,132.38,2305.92,13.3,0.8,751213960000.0,12905345891697.0
2024/11,スタンダード市場,Standard,　　　　 非製造業,　　　　 Non-Manufacturing ,906.0,13.5,0.9,97.33,1414.84,18.4,1.4,871047812523.0,11829465471001.0
2024/11,スタンダード市場,Standard,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,17.9,1.1,102.41,1674.43,11.8,0.8,4268000000.0,62520000000.0
